Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
Medicarefaq,92,Yes,Insurance,Group & Individual Health Insurance,"Oct, Nov, Dec",$385.00k,1,-,-,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,338,4.9,No,-,-,-,0,0,0,50,No,Yes,No,No,313.747s,WordPress.org,Medium,Yes,Vimeo,Not Detected,Not Detected,Not Detected,96,Yes,90,16,Yes,"14Y, 9M",100,Yes,"53,000",8,Yes,356,"5,140",Yes,Yes,Yes,-,-,411,16,Yes,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,70,Yes,$50K - $100K,0,Yes,No,,,Yes,No,No,Yes,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Mww On Demand,92,Yes,Screen Printing & Embroidery,Screen Printing,"Jun, Jul, Dec",$2211.29k,1,Commercial,-,-,-,B2B,"Summer, Xmas, Winter",No,WordPress.org,"Matomo ,Google Analytics",Yes,No,Yes,13,3.2,No,-,-,-,0,0,0,80,No,Yes,Yes,No,502.607s,WordPress.org,Medium,No,Not Detected,Outlook,Zendesk,Not Detected,25,Yes,90,2,Yes,"12Y, 2M",100,Yes,"1,336",0,Yes,126,80,Yes,Yes,Yes,130,132,67,6,No,No,Yes,221,829,136,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,,,Yes,No,No,No,268,-,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Mychiromed,92,Yes,Alternative Medicine,Acupuncturist,"Mar, Aug, Sep",$78.87k,1,Commercial,-,-,-,B2C,"Spring, Summer, Labour Day, Fall",No,,"Google Analytics 4 (GA4),Google Analytics",Yes,-,-,-,-,Yes,1,No,-,-,-,-,80,No,Yes,Yes,No,769.741s,Not Detected,Medium,No,YouTube,Gmail,Not Detected,Not Detected,13,Yes,95,-,Yes,-,94,Yes,648,425,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,85.75,-,No,,,No,Yes,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-,-,-,Not Detected,Not Detected
Jeremy Brown North Idaho Real Estate,92,Yes,Real Estate - Brokers & Agents,Real Estate,"Oct, Nov, Dec",$58122.64k,1,Commercial,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,,-,-,-,-,-,No,-,-,-,0,0,0,50,No,Yes,No,No,422.78s,WordPress.org,Low,No,YouTube,Not Detected,Not Detected,Not Detected,41,Yes,90,-,No,-,94,Yes,343,4,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,293.53,No,No,-,,Yes,No,No,Yes,-,-,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-,-,-,Not Detected,Not Detected
The Broadmoor,92,Yes,Restaurants,,"Apr, May, Jul, Dec",$909.99k,11,-,$500M - $1B,-,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,NextGuest Digital,Google Analytics,Yes,No,Yes,15,4.3,Yes,-,No,1001+,-,-,71,80,No,Yes,No,No,380.277s,NextGuest Digital,Medium,Yes,Vimeo,Not Detected,Not Detected,Not Detected,76,Yes,100,45,Yes,"30Y, 2M",100,Yes,"88,316","362,079",Yes,"10,586","10,655",Yes,Yes,Yes,27,7,113,7,No,No,Yes,820,"1,202","2,779",,,,,,,,,,,,,,No,-,-,No,No,60,Yes,$5K - $20K,4.3K,Yes,Yes,,,Yes,Yes,No,No,136,-,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Law Office Of Todd C. Passman,92,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,1,Commercial,-,-,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,52,4.9,No,-,-,-,0,0,0,50,-,Yes,Yes,No,198.548s,WordPress.org,Medium,No,YouTube,Outlook,Not Detected,Not Detected,38,Yes,95,6,Yes,"5Y, 8M",94,Yes,344,23,Yes,9,25,Yes,Yes,No,-,-,-,-,-,-,Yes,122,263,456,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,50,Yes,$1K - $5K,573.66,No,No,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
River District Smiles Dentistry,92,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,1,Residential,-,-,-,B2C,"Winter, Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,303,5,Yes,1,No,-,0,0,0,80,No,Yes,No,No,180.308s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,58,Yes,95,18,Yes,"6Y, 0M",94,Yes,733,324,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,668,705,683,,,,,,,,,,,,,,No,-,-,No,No,41,No,0,0,No,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,-,-,Not Detected,Not Detected
Sharp Minds Academy,92,Yes,Educational Services,,,,1,Commercial,-,-,-,B2C,-,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,52,4.8,Yes,4,No,-,0,0,0,50,No,Yes,No,No,177s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,8,Yes,90,2,Yes,"6Y, 4M",100,Yes,"1,321",222,Yes,9,162,Yes,Yes,Yes,1,2,15,1,No,No,Yes,728,714,372,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,No,,,No,No,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Social Beer Garden Htx,92,Yes,"Bars, Taverns & Cocktail Lounges",Bars Grills & Pubs,"Sep, Oct, Dec",$0.00k,1,Commercial,-,-,-,B2C,"Labour Day, Fall, Halloween, Xmas, Winter",No,"Wix,Bolt,Jarn,SiteEdit",,Yes,Yes,Yes,1304,4.6,Yes,-,No,-,0,0,0,80,No,Yes,Yes,No,152.655s,"Wix, Bolt, Jarn, SiteEdit",Medium,No,Not Detected,Gmail,Not Detected,Not Detected,34,Yes,95,7,Yes,"5Y, 10M",94,Yes,"16,616","20,524",Yes,85,362,Yes,Yes,No,-,-,-,-,-,-,Yes,"2,430","733,833",155,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,No,Yes,No,Yes,-,-,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Md Touch Aesthetics & Wellness,92,Yes,"Hospitals, Clinics & Medical Centers",Medical Spas,"Jan, Feb, Mar",$793.16k,1,Commercial,-,-,-,B2C,"Winter, Valentine, Spring",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,105,4.9,No,-,-,-,0,0,0,50,No,Yes,No,No,474.612s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,93,Yes,86,0,Yes,"4Y, 4M",100,Yes,79,3,Yes,-,-,Yes,Yes,Yes,8,7,522,9,No,No,Yes,"1,027","9,949","1,858",,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,1,Yes,No,,,Yes,Yes,Yes,Yes,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Kba Attorneys,92,Yes,Law - Business & Corporate,,,,1,Commercial,$1K - $500K,-,-,-,-,No,"WordPress.org,Superlative","Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,26,4.3,No,-,-,101 to 200,0,0,0,80,No,Yes,No,No,25.826s,"WordPress.org, Superlative",Medium,No,Not Detected,Gmail,Not Detected,Not Detected,86,Yes,90,15,Yes,"7Y, 2M",94,Yes,-,0,Yes,446,"1,031",Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,45,Yes,$1K - $5K,5.3,No,No,,No,Yes,Yes,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Shock I.t. Support,92,Yes,Contractors - Computer,,"Oct, Nov, Dec",$1016.25k,1,Residential,-,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,"Hotjar,Google Analytics",Yes,Yes,Yes,489,5,No,-,-,101 to 200,0,0,0,80,No,Yes,Yes,No,42.308s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,69,Yes,90,8,Yes,"27Y, 3M",94,Yes,-,-,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,390,226,187,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,1,No,No,,,No,Yes,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,-,No,-,-,Not Detected,Not Detected
Bmw Of Sterling,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt","CrazyEgg,Google Analytics",Yes,Yes,Yes,5221,4.6,Yes,1,No,11 to 50,0,0,0,50,No,Yes,Yes,No,110.612s,"Joomla, DealerOn, Bolt",Medium,No,"YouTube, Vimeo",Not Detected,Not Detected,Not Detected,161,Yes,90,15,Yes,"25Y, 0M",100,Yes,"4,138","3,472",Yes,"2,146","5,242",Yes,Yes,Yes,36,26,379,11,No,No,Yes,255,"1,564","2,747",,,,,,,,,,,,,,No,-,-,No,No,66,Yes,<$1K,0,Yes,Yes,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Leith Acura,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"VinLens,Google Analytics",Yes,Yes,Yes,256,4.6,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,41.547s,Not Detected,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,54,Yes,90,7,Yes,"5Y, 8M",94,Yes,333,140,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,95,179,78,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,173,No,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Hostdime Data Center,92,Yes,Internet Services,Internet Products & Services,,,3,Commercial,$50M - $100M,-,-,B2B & B2C,-,No,,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,150,4.8,No,-,-,201 to 500,0,0,0,80,No,Yes,No,No,137.101s,Not Detected,Medium,Yes,Not Detected,Outlook,Not Detected,Not Detected,83,Yes,90,47,Yes,"23Y, 4M",100,Yes,"3,036",209,Yes,-,-,Yes,Yes,Yes,403,53,"1,436",8,Yes,No,Yes,"1,282",931,142,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,1,No,No,,,No,Yes,No,No,-,-,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Elect Wellness,92,Yes,Personal Coaching,,"Apr, May, Jun",$0.00k,6,Commercial,-,-,-,B2B,"Spring, Memorial Day, Summer",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,43,4.8,Yes,8,No,11 to 50,0,0,0,80,No,Yes,No,No,150.68s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,36,Yes,90,14,Yes,"16Y, 5M",100,Yes,"1,592",0,Yes,28,523,Yes,Yes,Yes,"1,496",94,"1,694",10,No,No,Yes,838,140,78,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,7,No,No,,No,Yes,No,No,Yes,-,-,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Houston Ticket Brokers,92,Yes,Ticket Sales,Ticket Sales Events,,,1,Commercial,-,-,-,B2C,-,No,WordPress.org,"MouseFlow,Google Analytics",Yes,Yes,Yes,24,4.9,No,-,-,-,0,0,0,80,No,Yes,Yes,No,623.42s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,14,Yes,95,4,Yes,"20Y, 9M",94,Yes,842,0,Yes,96,71,Yes,Yes,No,-,-,-,-,-,-,Yes,232,635,233,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,5,No,No,,,Yes,No,No,Yes,-,-,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Hale Law,92,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,7,Commercial,-,-,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,388,5,Yes,-,-,1 to 10,0,0,0,50,No,Yes,-,-,-,WordPress.org,Medium,Yes,Vimeo,Not Detected,Not Detected,Not Detected,79,Yes,90,29,Yes,"23Y, 2M",94,Yes,756,32,Yes,20,174,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,105.23,No,No,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Logoclothz,92,Yes,Advertising,Promotional Products,"Oct, Nov, Dec",$0.00k,1,Residential,$1K - $500K,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,"Google Analytics 4 (GA4),Google Analytics",-,-,-,-,-,Yes,1,-,1 to 10,0,0,0,80,No,Yes,Yes,No,491.114s,Not Detected,Medium,No,YouTube,Gmail,Not Detected,Not Detected,99,Yes,90,16,No,"6Y, 10M",100,Yes,-,0,Yes,53,"1,082",Yes,Yes,Yes,289,66,"13,187",63,Yes,No,Yes,440,560,"1,613",,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,15.9,-,No,,,Yes,No,No,Yes,50,-,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Piloto151,92,Yes,Consultants - Business,,,,1,Commercial,-,-,-,B2B,-,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",-,-,-,-,-,No,-,-,-,0,0,0,80,No,Yes,Yes,No,4258.161s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,44,Yes,95,-,No,-,94,Yes,"9,901",975,Yes,"4,133","3,451",Yes,Yes,No,-,-,-,-,-,-,Yes,772,"5,097",37,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,-,No,,No,No,Yes,No,No,268,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Evolve Stone Inc.,92,Yes,Organizations & Associations,Manufacturers,,,1,Commercial,$2.5M - $5M,-,-,B2C,-,No,WordPress.org,"CrazyEgg,Google Analytics",Yes,No,Yes,7,4.4,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,195.908s,WordPress.org,Medium,Yes,Not Detected,Outlook,Not Detected,Not Detected,55,Yes,90,19,Yes,"13Y, 1M",94,Yes,"19,584",0,Yes,11,204,Yes,Yes,No,-,-,-,-,-,-,Yes,393,"181,287",197,,,,,,,,,,,,,,No,-,-,No,No,60,Yes,$1K - $5K,1,Yes,Yes,,,Yes,No,No,Yes,41,-,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Logistis For Designers,92,Yes,Accounting & Bookkeeping Services,,"Jan, Feb, Mar",$1834.86k,1,Commercial,-,-,-,B2B,"Winter, Valentine, Spring",No,WordPress.org,"Hotjar,Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,22,4.4,No,-,-,-,0,0,0,80,No,Yes,No,No,276.062s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,43,Yes,90,6,Yes,"6Y, 2M",100,Yes,578,0,Yes,24,52,Yes,Yes,Yes,0,5,11,2,No,No,Yes,244,709,839,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,55,Yes,$1K - $5K,0,No,Yes,,No,No,No,No,No,15,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Vp Security Services Inc.,92,Yes,Security Systems & Services,Security Guard Service,"Oct, Nov, Dec",$0.00k,1,Commercial,-,-,-,B2B & B2C,Summer,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,-,-,-,-,No,-,-,-,0,0,0,80,No,Yes,No,No,15s,WordPress.org,Medium,No,YouTube,Outlook,Not Detected,Not Detected,34,Yes,95,0,Yes,"8Y, 11M",88,Yes,95,1,Yes,-,-,Yes,Yes,Yes,13,0,7,2,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,35.57,Yes,No,-,No,No,No,No,No,-,-,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
The House Of Staunton,92,Yes,Toy & Game Stores,Games & Game Supplies Retail,"Jan, Oct, Nov",$927.51k,3,Commercial,$2.5M - $5M,-,-,B2C,"Winter, Fall, Halloween, Veterans Day",No,,"MouseFlow,Google Analytics",Yes,Yes,Yes,26,4.2,No,-,-,11 to 50,-,-,-,80,No,Yes,Yes,No,554.883s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,102,Yes,90,-,Yes,-,100,Yes,"9,368",3,Yes,-,-,Yes,Yes,Yes,-,-,122,3,Yes,No,Yes,261,"2,365",38,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,4,No,No,,,Yes,No,No,No,2318,-,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-,-,-,Not Detected,Not Detected
Spokane Family Dental,92,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,1,Commercial,-,-,-,B2C,"Winter, Spring, Summer",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,No,No,0,-,Yes,9,Yes,-,-,-,2,80,No,Yes,No,No,148.072s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,55,Yes,86,13,Yes,"6Y, 3M",100,Yes,"1,291",216,Yes,1,0,Yes,Yes,Yes,1,11,140,16,No,No,Yes,588,578,126,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Eve Metlis, Realtor",92,Yes,Real Estate - Brokers & Agents,Real Estate,"Oct, Nov, Dec",$58122.64k,1,Commercial,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,149,5,Yes,-,No,-,0,0,0,80,No,Yes,Yes,No,215.848s,Not Detected,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,219,Yes,86,2,Yes,"18Y, 6M",100,Yes,"1,362",20,Yes,234,"3,753",Yes,Yes,Yes,2,6,1,1,No,No,Yes,"4,627","1,233",763,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,No,0,0,No,Yes,-,,Yes,Yes,No,Yes,-,-,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Pacific Fertility Center Egg Donor Agency,92,Yes,Physicians - Fertility & Sterility,Clinics Fertility,"Nov, Dec",$382.53k,1,Commercial,-,-,-,B2C,"Fall, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,No,-,-,-,No,-,-,-,0,0,0,80,No,Yes,No,No,329.545s,Not Detected,Low,No,Not Detected,Not Detected,Not Detected,Not Detected,44,Yes,90,-,Yes,-,94,Yes,"5,000",375,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,556,"1,790","1,625",,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,-,-,Not Detected,Not Detected
Antrim 1844,92,Yes,"Hotels, Motels, & Lodging",Hotels & Motels,"Jun, Jul, Aug",$1237.68k,1,Commercial,$10M - $25M,-,-,B2C,Summer,No,WordPress.org,"CrazyEgg,Google Analytics",Yes,Yes,Yes,660,4.6,Yes,-,No,51 to 100,0,0,0,80,No,Yes,Yes,No,153.672s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,47,Yes,86,44,Yes,"26Y, 7M",100,Yes,-,0,Yes,571,"1,405",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,133","6,648","2,398",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,1,Yes,Yes,,,Yes,Yes,No,No,14,-,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Chambers Music Studio,92,Yes,Musical Instruments,Piano Instruction,"Nov, Dec",$970.56k,1,-,-,-,-,B2C,"Fall, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,21,4.6,Yes,-,No,-,-,-,-,50,-,Yes,No,No,909s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,60,Yes,90,0,Yes,"10Y, 5M",100,Yes,-,-,Yes,-,-,Yes,Yes,Yes,0,5,1,1,No,No,Yes,457,388,739,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,0,131.14,No,No,,No,No,Yes,No,Yes,-,-,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-,No,-,-,Not Detected,Not Detected
Shift Chiropractic,92,Yes,Chiropractors,Chiropractic Clinics,,,1,-,$500K - $1M,-,-,B2C,-,No,WordPress.org,Google Analytics,Yes,No,-,-,-,Yes,-,No,11 to 50,-,-,-,50,-,Yes,No,No,38s,WordPress.org,Medium,No,YouTube,Gmail,Not Detected,Not Detected,55,Yes,86,15,Yes,"8Y, 1M",100,Yes,-,-,Yes,35,64,Yes,Yes,Yes,14,7,253,13,No,No,Yes,"1,625","1,252",832,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,183.07,No,No,,,No,No,No,Yes,5,$59,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,-,No,$5K - $20K,-,Not Detected,Not Detected
Extra Room Self Storage,92,Yes,"Storage Containers, Facilities & Warehouses",Storage Self Service,"Oct, Nov, Dec",$0.00k,4,Commercial,-,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,126,4.7,No,-,-,-,0,-,1,20,-,Yes,Yes,No,33s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,38,Yes,90,4,Yes,"10Y, 10M",94,Yes,115,18,Yes,0,0,Yes,Yes,No,-,-,-,-,-,-,Yes,7,13,23,-,-,-,-,-,,,,,,,,,No,-,-,No,No,61,Yes,<$1K,0,Yes,Yes,-,,No,Yes,No,Yes,-,-,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,-,-,Not Detected,Not Detected
Amara Medical Aesthetics,92,Yes,"Hospitals, Clinics & Medical Centers",Medical Spas,"Jan, Feb, Mar",$793.16k,1,Commercial,-,-,-,B2C,"Winter, Valentine, Spring",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,13,4,No,-,-,-,0,0,0,50,-,Yes,No,No,145.809s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,68,Yes,86,0,Yes,"10Y, 2M",100,Yes,"2,545",46,Yes,45,"1,137",Yes,Yes,Yes,6,10,69,10,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,0,253,No,No,,,Yes,Yes,No,Yes,-,-,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
